k1,k2,S(MAC^7 k1 k2),R1,R2
69.0,15.0,1.0,0.8726463509683101,0.5581272279440741
69.0,16.0,1.0,0.8726463509683101,0.5714285714285714
69.0,17.0,1.0,0.8726463509683101,0.5839232630357628
69.0,18.0,1.0,0.8726463509683101,0.5957035716346161
69.0,19.0,1.0,0.8726463509683101,0.6068467876347979
69.0,20.0,1.0,0.8726463509683101,0.6174182992696232
69.0,21.0,1.0,0.8726463509683101,0.627473917539823
69.0,22.0,0.9930953114035418,0.8726463509683101,0.6370616598053281
69.0,23.0,0.0,0.8726463509683101,0.6462231365795733
69.0,24.0,0.0,0.8726463509683101,0.6549946429601653
69.0,25.0,0.0,0.8726463509683101,0.6634080271106749
69.0,26.0,0.0,0.8726463509683101,0.6714913883058704
69.0,27.0,0.0,0.8726463509683101,0.6792696431662099
69.0,28.0,0.0,0.8726463509683101,0.6867649888653721
69.0,29.0,0.0,0.8726463509683101,0.6939972850182247
69.0,30.0,0.0,0.8726463509683101,0.7009843708012171
69.0,31.0,0.0,0.8726463509683101,0.707742330055268
69.0,32.0,0.0,0.8726463509683101,0.7142857142857143
69.0,33.0,0.0,0.8726463509683101,0.7206277313369219
69.0,34.0,0.0,0.8726463509683101,0.7267804058929057
69.0,35.0,0.0,0.8726463509683101,0.7327547167064238
69.0,36.0,0.0,0.8726463509683101,0.7385607144917589
69.0,37.0,0.0,0.8726463509683101,0.7442076236612786
69.0,38.0,0.0,0.8726463509683101,0.7497039304919407
69.0,39.0,0.0,0.8726463509683101,0.7550574598374641
69.0,40.0,0.0,0.8726463509683101,0.7602754421267661
69.0,41.0,0.0,0.8726463509683101,0.7653645720882977
69.0,42.0,0.0,0.8726463509683101,0.7703310603969659
69.0,43.0,0.0,0.8726463509683101,0.7751806792431568
69.0,44.0,0.0,0.8726463509683101,0.7799188026624709
69.0,45.0,0.0,0.8726463509683101,0.7845504423328107
69.0,46.0,0.0,0.8726463509683101,0.7890802794367161
69.0,47.0,0.0,0.8726463509683101,0.7935126930968054
69.0,48.0,0.0,0.8726463509683101,0.7978517858173081
69.0,49.0,0.0,0.8726463509683101,0.8021014063021726
69.0,50.0,0.0,0.8726463509683101,0.8062651699678177
69.0,51.0,0.0,0.8726463509683101,0.8103464774244994
69.0,52.0,0.0,0.8726463509683101,0.8143485311630132
69.0,53.0,0.0,0.8726463509683101,0.8182743506518857
69.0,54.0,0.0,0.8726463509683101,0.8221267860233528
69.0,55.0,0.0,0.8726463509683101,0.8259085305035229
69.0,56.0,0.0,0.8726463509683101,0.8296221317225151
69.0,57.0,0.0,0.8726463509683101,0.8332700020235346
69.0,58.0,0.0,0.8726463509683101,0.8368544278753675
69.0,59.0,0.0,0.8726463509683101,0.8403775784802631
69.0,60.0,0.0,0.8726463509683101,0.8438415136583598
69.0,61.0,0.0,0.8726463509683101,0.8472481910804124
69.0,62.0,0.0,0.8726463509683101,0.8505994729124108
69.0,63.0,0.0,0.8726463509683101,0.8538971319285595
69.0,64.0,0.0,0.8726463509683101,0.8571428571428571
69.0,65.0,0.0,0.8726463509683101,0.8603382590040649
69.0,66.0,0.0,0.8726463509683101,0.8634848741940647
69.0,67.0,0.0,0.8726463509683101,0.866584170065396
69.0,68.0,0.0,0.8726463509683101,0.8696375487500486
69.0,69.0,0.0,0.8726463509683101,0.8726463509683101
69.0,70.0,0.0,0.8726463509683101,0.8756118595635668
69.0,71.0,0.0,0.8726463509683101,0.8785353027863831
69.0,72.0,0.0,0.8726463509683101,0.8814178573489018
69.0,73.0,0.0,0.8726463509683101,0.8842606512685739
69.0,74.0,0.0,0.8726463509683101,0.8870647665184216
69.0,75.0,0.0,0.8726463509683101,0.8898312414994115
69.0,76.0,0.0,0.8726463509683101,0.8925610733490837
69.0,77.0,0.0,0.8726463509683101,0.8952552200992717
69.0,78.0,0.0,0.8726463509683101,0.8979146026946071
69.0,79.0,0.0,0.8726463509683101,0.9005401068824433
69.0,80.0,0.0,0.8726463509683101,0.9031325849839088
69.0,81.0,0.0,0.8726463509683101,0.9056928575549464
69.0,82.0,0.0,0.8726463509683101,0.9082217149454408
69.0,83.0,0.0,0.8726463509683101,0.9107199187638464
69.0,84.0,0.0,0.8726463509683101,0.9131882032541084
69.0,85.0,0.0,0.8726463509683101,0.9156272765911004
69.0,86.0,0.0,0.8726463509683101,0.9180378221002996
69.0,87.0,0.0,0.8726463509683101,0.9204204994069612
69.0,88.0,0.0,0.8726463509683101,0.922775945519614
69.0,89.0,0.0,0.8726463509683101,0.9251047758523424
69.0,90.0,0.0,0.8726463509683101,0.9274075851899536
69.0,91.0,0.0,0.8726463509683101,0.9296849485998138
69.0,92.0,0.0,0.8726463509683101,0.931937422293859
69.0,93.0,0.0,0.8726463509683101,0.9341655444440046
69.0,94.0,0.0,0.8726463509683101,0.9363698359539482
69.0,95.0,0.0,0.8726463509683101,0.9385508011901356
69.0,96.0,0.0,0.8726463509683101,0.9407089286744508
69.0,97.0,0.0,0.8726463509683101,0.9428446917410184
69.0,98.0,0.0,0.8726463509683101,0.9449585491593157
69.0,99.0,0.0,0.8726463509683101,0.9470509457256584
69.0,100.0,0.0,0.8726463509683101,0.9491223128249608
69.0,101.0,0.0,0.8726463509683101,0.9511730689645422
69.0,102.0,0.0,0.8726463509683101,0.9532036202816422
69.0,103.0,0.0,0.8726463509683101,0.955214361026174
69.0,104.0,0.0,0.8726463509683101,0.9572056740201558
69.0,105.0,0.0,0.8726463509683101,0.9591779310951604
69.0,106.0,0.0,0.8726463509683101,0.9611314935090284
69.0,107.0,0.0,0.8726463509683101,0.9630667123430208
69.0,108.0,0.0,0.8726463509683101,0.9649839288804956
69.0,109.0,0.0,0.8726463509683101,0.9668834749681324
69.0,110.0,0.0,0.8726463509683101,0.9687656733606655
69.0,111.0,0.0,0.8726463509683101,0.9706308380500152
69.0,112.0,0.0,0.8726463509683101,0.9724792745796575
69.0,113.0,0.0,0.8726463509683101,0.974311280345027
69.0,114.0,0.0,0.8726463509683101,0.9761271448806774
69.0,115.0,0.0,0.8726463509683101,0.9779271501349108
69.0,116.0,0.0,0.8726463509683101,0.9797115707325104
69.0,117.0,0.0,0.8726463509683101,0.9814806742262008
69.0,118.0,0.0,0.8726463509683101,0.9832347213374059
69.0,119.0,0.0,0.8726463509683101,0.9849739661868492
69.0,120.0,0.0,0.8726463509683101,0.9866986565155028
69.0,121.0,0.0,0.8726463509683101,0.9884090338963708
69.0,122.0,0.0,0.8726463509683101,0.9901053339375552
69.0,123.0,0.0,0.8726463509683101,0.9917877864770342
69.0,124.0,0.0,0.8726463509683101,0.9934566157695536
69.0,125.0,0.0,0.8726463509683101,0.9951120406660126
69.0,126.0,0.0,0.8726463509683101,0.9967542747857024
69.0,127.0,0.0,0.8726463509683101,0.9983835266817379
69.0,128.0,0.0,0.8726463509683101,1.0
70.0,1.0,1.0,0.8756118595635668,0.0
70.0,2.0,1.0,0.8756118595635668,0.14285714285714285
70.0,3.0,1.0,0.8756118595635668,0.2264232143887366
70.0,4.0,1.0,0.8756118595635668,0.2857142857142857
70.0,5.0,1.0,0.8756118595635668,0.33170401355533746
70.0,6.0,1.0,0.8756118595635668,0.3692803572458794
70.0,7.0,1.0,0.8756118595635668,0.4010507031510863
70.0,8.0,1.0,0.8756118595635668,0.42857142857142855
70.0,9.0,1.0,0.8756118595635668,0.4528464287774732
70.0,10.0,1.0,0.8756118595635668,0.4745611564124804
70.0,11.0,1.0,0.8756118595635668,0.4942045169481854
70.0,12.0,1.0,0.8756118595635668,0.5121375001030224
70.0,13.0,1.0,0.8756118595635668,0.5286342454487275
70.0,14.0,1.0,0.8756118595635668,0.5439078460082291
70.0,15.0,1.0,0.8756118595635668,0.5581272279440741
70.0,16.0,1.0,0.8756118595635668,0.5714285714285714
70.0,17.0,1.0,0.8756118595635668,0.5839232630357628
70.0,18.0,1.0,0.8756118595635668,0.5957035716346161
70.0,19.0,1.0,0.8756118595635668,0.6068467876347979
70.0,20.0,1.0,0.8756118595635668,0.6174182992696232
70.0,21.0,1.0,0.8756118595635668,0.627473917539823
70.0,22.0,0.9837247447945814,0.8756118595635668,0.6370616598053281
70.0,23.0,0.0,0.8756118595635668,0.6462231365795733
70.0,24.0,0.0,0.8756118595635668,0.6549946429601653
70.0,25.0,0.0,0.8756118595635668,0.6634080271106749
70.0,26.0,0.0,0.8756118595635668,0.6714913883058704
70.0,27.0,0.0,0.8756118595635668,0.6792696431662099
70.0,28.0,0.0,0.8756118595635668,0.6867649888653721
70.0,29.0,0.0,0.8756118595635668,0.6939972850182247
70.0,30.0,0.0,0.8756118595635668,0.7009843708012171
70.0,31.0,0.0,0.8756118595635668,0.707742330055268
70.0,32.0,0.0,0.8756118595635668,0.7142857142857143
70.0,33.0,0.0,0.8756118595635668,0.7206277313369219
70.0,34.0,0.0,0.8756118595635668,0.7267804058929057
70.0,35.0,0.0,0.8756118595635668,0.7327547167064238
70.0,36.0,0.0,0.8756118595635668,0.7385607144917589
70.0,37.0,0.0,0.8756118595635668,0.7442076236612786
70.0,38.0,0.0,0.8756118595635668,0.7497039304919407
70.0,39.0,0.0,0.8756118595635668,0.7550574598374641
70.0,40.0,0.0,0.8756118595635668,0.7602754421267661
70.0,41.0,0.0,0.8756118595635668,0.7653645720882977
70.0,42.0,0.0,0.8756118595635668,0.7703310603969659
70.0,43.0,0.0,0.8756118595635668,0.7751806792431568
70.0,44.0,0.0,0.8756118595635668,0.7799188026624709
70.0,45.0,0.0,0.8756118595635668,0.7845504423328107
70.0,46.0,0.0,0.8756118595635668,0.7890802794367161
70.0,47.0,0.0,0.8756118595635668,0.7935126930968054
70.0,48.0,0.0,0.8756118595635668,0.7978517858173081
70.0,49.0,0.0,0.8756118595635668,0.8021014063021726
70.0,50.0,0.0,0.8756118595635668,0.8062651699678177
70.0,51.0,0.0,0.8756118595635668,0.8103464774244994
70.0,52.0,0.0,0.8756118595635668,0.8143485311630132
70.0,53.0,0.0,0.8756118595635668,0.8182743506518857
70.0,54.0,0.0,0.8756118595635668,0.8221267860233528
70.0,55.0,0.0,0.8756118595635668,0.8259085305035229
70.0,56.0,0.0,0.8756118595635668,0.8296221317225151
70.0,57.0,0.0,0.8756118595635668,0.8332700020235346
70.0,58.0,0.0,0.8756118595635668,0.8368544278753675
70.0,59.0,0.0,0.8756118595635668,0.8403775784802631
70.0,60.0,0.0,0.8756118595635668,0.8438415136583598
70.0,61.0,0.0,0.8756118595635668,0.8472481910804124
70.0,62.0,0.0,0.8756118595635668,0.8505994729124108
70.0,63.0,0.0,0.8756118595635668,0.8538971319285595
70.0,64.0,0.0,0.8756118595635668,0.8571428571428571
70.0,65.0,0.0,0.8756118595635668,0.8603382590040649
70.0,66.0,0.0,0.8756118595635668,0.8634848741940647
70.0,67.0,0.0,0.8756118595635668,0.866584170065396
70.0,68.0,0.0,0.8756118595635668,0.8696375487500486
70.0,69.0,0.0,0.8756118595635668,0.8726463509683101
70.0,70.0,0.0,0.8756118595635668,0.8756118595635668
70.0,71.0,0.0,0.8756118595635668,0.8785353027863831
70.0,72.0,0.0,0.8756118595635668,0.8814178573489018
70.0,73.0,0.0,0.8756118595635668,0.8842606512685739
70.0,74.0,0.0,0.8756118595635668,0.8870647665184216
70.0,75.0,0.0,0.8756118595635668,0.8898312414994115
70.0,76.0,0.0,0.8756118595635668,0.8925610733490837
70.0,77.0,0.0,0.8756118595635668,0.8952552200992717
70.0,78.0,0.0,0.8756118595635668,0.8979146026946071
70.0,79.0,0.0,0.8756118595635668,0.9005401068824433
70.0,80.0,0.0,0.8756118595635668,0.9031325849839088
70.0,81.0,0.0,0.8756118595635668,0.9056928575549464
70.0,82.0,0.0,0.8756118595635668,0.9082217149454408
70.0,83.0,0.0,0.8756118595635668,0.9107199187638464
70.0,84.0,0.0,0.8756118595635668,0.9131882032541084
70.0,85.0,0.0,0.8756118595635668,0.9156272765911004
70.0,86.0,0.0,0.8756118595635668,0.9180378221002996
70.0,87.0,0.0,0.8756118595635668,0.9204204994069612
70.0,88.0,0.0,0.8756118595635668,0.922775945519614
70.0,89.0,0.0,0.8756118595635668,0.9251047758523424
70.0,90.0,0.0,0.8756118595635668,0.9274075851899536
70.0,91.0,0.0,0.8756118595635668,0.9296849485998138
70.0,92.0,0.0,0.8756118595635668,0.931937422293859
70.0,93.0,0.0,0.8756118595635668,0.9341655444440046
70.0,94.0,0.0,0.8756118595635668,0.9363698359539482
70.0,95.0,0.0,0.8756118595635668,0.9385508011901356
70.0,96.0,0.0,0.8756118595635668,0.9407089286744508
70.0,97.0,0.0,0.8756118595635668,0.9428446917410184
70.0,98.0,0.0,0.8756118595635668,0.9449585491593157
70.0,99.0,0.0,0.8756118595635668,0.9470509457256584
70.0,100.0,0.0,0.8756118595635668,0.9491223128249608
70.0,101.0,0.0,0.8756118595635668,0.9511730689645422
70.0,102.0,0.0,0.8756118595635668,0.9532036202816422
70.0,103.0,0.0,0.8756118595635668,0.955214361026174
70.0,104.0,0.0,0.8756118595635668,0.9572056740201558
70.0,105.0,0.0,0.8756118595635668,0.9591779310951604
70.0,106.0,0.0,0.8756118595635668,0.9611314935090284
70.0,107.0,0.0,0.8756118595635668,0.9630667123430208
70.0,108.0,0.0,0.8756118595635668,0.9649839288804956
70.0,109.0,0.0,0.8756118595635668,0.9668834749681324
70.0,110.0,0.0,0.8756118595635668,0.9687656733606655
70.0,111.0,0.0,0.8756118595635668,0.9706308380500152
70.0,112.0,0.0,0.8756118595635668,0.9724792745796575
70.0,113.0,0.0,0.8756118595635668,0.974311280345027
70.0,114.0,0.0,0.8756118595635668,0.9761271448806774
70.0,115.0,0.0,0.8756118595635668,0.9779271501349108
70.0,116.0,0.0,0.8756118595635668,0.9797115707325104
70.0,117.0,0.0,0.8756118595635668,0.9814806742262008
70.0,118.0,0.0,0.8756118595635668,0.9832347213374059
70.0,119.0,0.0,0.8756118595635668,0.9849739661868492
70.0,120.0,0.0,0.8756118595635668,0.9866986565155028
70.0,121.0,0.0,0.8756118595635668,0.9884090338963708
70.0,122.0,0.0,0.8756118595635668,0.9901053339375552
70.0,123.0,0.0,0.8756118595635668,0.9917877864770342
70.0,124.0,0.0,0.8756118595635668,0.9934566157695536
70.0,125.0,0.0,0.8756118595635668,0.9951120406660126
70.0,126.0,0.0,0.8756118595635668,0.9967542747857024
70.0,127.0,0.0,0.8756118595635668,0.9983835266817379
70.0,128.0,0.0,0.8756118595635668,1.0
71.0,1.0,1.0,0.8785353027863831,0.0
71.0,2.0,1.0,0.8785353027863831,0.14285714285714285
71.0,3.0,1.0,0.8785353027863831,0.2264232143887366
71.0,4.0,1.0,0.8785353027863831,0.2857142857142857
71.0,5.0,1.0,0.8785353027863831,0.33170401355533746
71.0,6.0,1.0,0.8785353027863831,0.3692803572458794
71.0,7.0,1.0,0.8785353027863831,0.4010507031510863
71.0,8.0,1.0,0.8785353027863831,0.42857142857142855
71.0,9.0,1.0,0.8785353027863831,0.4528464287774732
71.0,10.0,1.0,0.8785353027863831,0.4745611564124804
71.0,11.0,1.0,0.8785353027863831,0.4942045169481854
71.0,12.0,1.0,0.8785353027863831,0.5121375001030224
71.0,13.0,1.0,0.8785353027863831,0.5286342454487275
71.0,14.0,1.0,0.8785353027863831,0.5439078460082291
71.0,15.0,1.0,0.8785353027863831,0.5581272279440741
71.0,16.0,1.0,0.8785353027863831,0.5714285714285714
71.0,17.0,1.0,0.8785353027863831,0.5839232630357628
71.0,18.0,1.0,0.8785353027863831,0.5957035716346161
71.0,19.0,1.0,0.8785353027863831,0.6068467876347979
71.0,20.0,1.0,0.8785353027863831,0.6174182992696232
71.0,21.0,0.9942267318241288,0.8785353027863831,0.627473917539823
71.0,22.0,0.0,0.8785353027863831,0.6370616598053281
71.0,23.0,0.0,0.8785353027863831,0.6462231365795733
71.0,24.0,0.0,0.8785353027863831,0.6549946429601653
71.0,25.0,0.0,0.8785353027863831,0.6634080271106749
71.0,26.0,0.0,0.8785353027863831,0.6714913883058704
71.0,27.0,0.0,0.8785353027863831,0.6792696431662099
71.0,28.0,0.0,0.8785353027863831,0.6867649888653721
71.0,29.0,0.0,0.8785353027863831,0.6939972850182247
71.0,30.0,0.0,0.8785353027863831,0.7009843708012171
71.0,31.0,0.0,0.8785353027863831,0.707742330055268
71.0,32.0,0.0,0.8785353027863831,0.7142857142857143
71.0,33.0,0.0,0.8785353027863831,0.7206277313369219
71.0,34.0,0.0,0.8785353027863831,0.7267804058929057
71.0,35.0,0.0,0.8785353027863831,0.7327547167064238
71.0,36.0,0.0,0.8785353027863831,0.7385607144917589
71.0,37.0,0.0,0.8785353027863831,0.7442076236612786
71.0,38.0,0.0,0.8785353027863831,0.7497039304919407
71.0,39.0,0.0,0.8785353027863831,0.7550574598374641
71.0,40.0,0.0,0.8785353027863831,0.7602754421267661
71.0,41.0,0.0,0.8785353027863831,0.7653645720882977
71.0,42.0,0.0,0.8785353027863831,0.7703310603969659
71.0,43.0,0.0,0.8785353027863831,0.7751806792431568
71.0,44.0,0.0,0.8785353027863831,0.7799188026624709
71.0,45.0,0.0,0.8785353027863831,0.7845504423328107
71.0,46.0,0.0,0.8785353027863831,0.7890802794367161
71.0,47.0,0.0,0.8785353027863831,0.7935126930968054
71.0,48.0,0.0,0.8785353027863831,0.7978517858173081
71.0,49.0,0.0,0.8785353027863831,0.8021014063021726
71.0,50.0,0.0,0.8785353027863831,0.8062651699678177
71.0,51.0,0.0,0.8785353027863831,0.8103464774244994
71.0,52.0,0.0,0.8785353027863831,0.8143485311630132
71.0,53.0,0.0,0.8785353027863831,0.8182743506518857
71.0,54.0,0.0,0.8785353027863831,0.8221267860233528
71.0,55.0,0.0,0.8785353027863831,0.8259085305035229
71.0,56.0,0.0,0.8785353027863831,0.8296221317225151
71.0,57.0,0.0,0.8785353027863831,0.8332700020235346
71.0,58.0,0.0,0.8785353027863831,0.8368544278753675
71.0,59.0,0.0,0.8785353027863831,0.8403775784802631
71.0,60.0,0.0,0.8785353027863831,0.8438415136583598
71.0,61.0,0.0,0.8785353027863831,0.8472481910804124
71.0,62.0,0.0,0.8785353027863831,0.8505994729124108
71.0,63.0,0.0,0.8785353027863831,0.8538971319285595
71.0,64.0,0.0,0.8785353027863831,0.8571428571428571
71.0,65.0,0.0,0.8785353027863831,0.8603382590040649
71.0,66.0,0.0,0.8785353027863831,0.8634848741940647
71.0,67.0,0.0,0.8785353027863831,0.866584170065396
71.0,68.0,0.0,0.8785353027863831,0.8696375487500486
71.0,69.0,0.0,0.8785353027863831,0.8726463509683101
71.0,70.0,0.0,0.8785353027863831,0.8756118595635668
71.0,71.0,0.0,0.8785353027863831,0.8785353027863831
71.0,72.0,0.0,0.8785353027863831,0.8814178573489018
71.0,73.0,0.0,0.8785353027863831,0.8842606512685739
71.0,74.0,0.0,0.8785353027863831,0.8870647665184216
71.0,75.0,0.0,0.8785353027863831,0.8898312414994115
71.0,76.0,0.0,0.8785353027863831,0.8925610733490837
71.0,77.0,0.0,0.8785353027863831,0.8952552200992717
71.0,78.0,0.0,0.8785353027863831,0.8979146026946071
71.0,79.0,0.0,0.8785353027863831,0.9005401068824433
71.0,80.0,0.0,0.8785353027863831,0.9031325849839088
71.0,81.0,0.0,0.8785353027863831,0.9056928575549464
71.0,82.0,0.0,0.8785353027863831,0.9082217149454408
71.0,83.0,0.0,0.8785353027863831,0.9107199187638464
71.0,84.0,0.0,0.8785353027863831,0.9131882032541084
71.0,85.0,0.0,0.8785353027863831,0.9156272765911004
71.0,86.0,0.0,0.8785353027863831,0.9180378221002996
71.0,87.0,0.0,0.8785353027863831,0.9204204994069612
71.0,88.0,0.0,0.8785353027863831,0.922775945519614
71.0,89.0,0.0,0.8785353027863831,0.9251047758523424
71.0,90.0,0.0,0.8785353027863831,0.9274075851899536
71.0,91.0,0.0,0.8785353027863831,0.9296849485998138
71.0,92.0,0.0,0.8785353027863831,0.931937422293859
71.0,93.0,0.0,0.8785353027863831,0.9341655444440046
71.0,94.0,0.0,0.8785353027863831,0.9363698359539482
71.0,95.0,0.0,0.8785353027863831,0.9385508011901356
71.0,96.0,0.0,0.8785353027863831,0.9407089286744508
71.0,97.0,0.0,0.8785353027863831,0.9428446917410184
71.0,98.0,0.0,0.8785353027863831,0.9449585491593157
71.0,99.0,0.0,0.8785353027863831,0.9470509457256584
71.0,100.0,0.0,0.8785353027863831,0.9491223128249608
71.0,101.0,0.0,0.8785353027863831,0.9511730689645422
71.0,102.0,0.0,0.8785353027863831,0.9532036202816422
71.0,103.0,0.0,0.8785353027863831,0.955214361026174
71.0,104.0,0.0,0.8785353027863831,0.9572056740201558
71.0,105.0,0.0,0.8785353027863831,0.9591779310951604
71.0,106.0,0.0,0.8785353027863831,0.9611314935090284
71.0,107.0,0.0,0.8785353027863831,0.9630667123430208
71.0,108.0,0.0,0.8785353027863831,0.9649839288804956
71.0,109.0,0.0,0.8785353027863831,0.9668834749681324
71.0,110.0,0.0,0.8785353027863831,0.9687656733606655
71.0,111.0,0.0,0.8785353027863831,0.9706308380500152
71.0,112.0,0.0,0.8785353027863831,0.9724792745796575
71.0,113.0,0.0,0.8785353027863831,0.974311280345027
71.0,114.0,0.0,0.8785353027863831,0.9761271448806774
71.0,115.0,0.0,0.8785353027863831,0.9779271501349108
71.0,116.0,0.0,0.8785353027863831,0.9797115707325104
71.0,117.0,0.0,0.8785353027863831,0.9814806742262008
71.0,118.0,0.0,0.8785353027863831,0.9832347213374059
71.0,119.0,0.0,0.8785353027863831,0.9849739661868492
71.0,120.0,0.0,0.8785353027863831,0.9866986565155028
71.0,121.0,0.0,0.8785353027863831,0.9884090338963708
71.0,122.0,0.0,0.8785353027863831,0.9901053339375552
71.0,123.0,0.0,0.8785353027863831,0.9917877864770342
71.0,124.0,0.0,0.8785353027863831,0.9934566157695536
71.0,125.0,0.0,0.8785353027863831,0.9951120406660126
71.0,126.0,0.0,0.8785353027863831,0.9967542747857024
71.0,127.0,0.0,0.8785353027863831,0.9983835266817379
71.0,128.0,0.0,0.8785353027863831,1.0
72.0,1.0,1.0,0.8814178573489018,0.0
72.0,2.0,1.0,0.8814178573489018,0.14285714285714285
72.0,3.0,1.0,0.8814178573489018,0.2264232143887366
72.0,4.0,1.0,0.8814178573489018,0.2857142857142857
72.0,5.0,1.0,0.8814178573489018,0.33170401355533746
72.0,6.0,1.0,0.8814178573489018,0.3692803572458794
72.0,7.0,1.0,0.8814178573489018,0.4010507031510863
72.0,8.0,1.0,0.8814178573489018,0.42857142857142855
72.0,9.0,1.0,0.8814178573489018,0.4528464287774732
72.0,10.0,1.0,0.8814178573489018,0.4745611564124804
72.0,11.0,1.0,0.8814178573489018,0.4942045169481854
72.0,12.0,1.0,0.8814178573489018,0.5121375001030224
72.0,13.0,1.0,0.8814178573489018,0.5286342454487275
72.0,14.0,1.0,0.8814178573489018,0.5439078460082291
72.0,15.0,1.0,0.8814178573489018,0.5581272279440741
72.0,16.0,1.0,0.8814178573489018,0.5714285714285714
72.0,17.0,1.0,0.8814178573489018,0.5839232630357628
72.0,18.0,1.0,0.8814178573489018,0.5957035716346161
72.0,19.0,1.0,0.8814178573489018,0.6068467876347979
72.0,20.0,1.0,0.8814178573489018,0.6174182992696232
72.0,21.0,0.9849982705856696,0.8814178573489018,0.627473917539823
72.0,22.0,0.0,0.8814178573489018,0.6370616598053281
72.0,23.0,0.0,0.8814178573489018,0.6462231365795733
72.0,24.0,0.0,0.8814178573489018,0.6549946429601653
72.0,25.0,0.0,0.8814178573489018,0.6634080271106749
72.0,26.0,0.0,0.8814178573489018,0.6714913883058704
72.0,27.0,0.0,0.8814178573489018,0.6792696431662099
72.0,28.0,0.0,0.8814178573489018,0.6867649888653721
72.0,29.0,0.0,0.8814178573489018,0.6939972850182247
72.0,30.0,0.0,0.8814178573489018,0.7009843708012171
72.0,31.0,0.0,0.8814178573489018,0.707742330055268
72.0,32.0,0.0,0.8814178573489018,0.7142857142857143
72.0,33.0,0.0,0.8814178573489018,0.7206277313369219
72.0,34.0,0.0,0.8814178573489018,0.7267804058929057
72.0,35.0,0.0,0.8814178573489018,0.7327547167064238
72.0,36.0,0.0,0.8814178573489018,0.7385607144917589
72.0,37.0,0.0,0.8814178573489018,0.7442076236612786
72.0,38.0,0.0,0.8814178573489018,0.7497039304919407
72.0,39.0,0.0,0.8814178573489018,0.7550574598374641
72.0,40.0,0.0,0.8814178573489018,0.7602754421267661
72.0,41.0,0.0,0.8814178573489018,0.7653645720882977
72.0,42.0,0.0,0.8814178573489018,0.7703310603969659
72.0,43.0,0.0,0.8814178573489018,0.7751806792431568
72.0,44.0,0.0,0.8814178573489018,0.7799188026624709
72.0,45.0,0.0,0.8814178573489018,0.7845504423328107
72.0,46.0,0.0,0.8814178573489018,0.7890802794367161
72.0,47.0,0.0,0.8814178573489018,0.7935126930968054
72.0,48.0,0.0,0.8814178573489018,0.7978517858173081
72.0,49.0,0.0,0.8814178573489018,0.8021014063021726
72.0,50.0,0.0,0.8814178573489018,0.8062651699678177
72.0,51.0,0.0,0.8814178573489018,0.8103464774244994
72.0,52.0,0.0,0.8814178573489018,0.8143485311630132
72.0,53.0,0.0,0.8814178573489018,0.8182743506518857
72.0,54.0,0.0,0.8814178573489018,0.8221267860233528
72.0,55.0,0.0,0.8814178573489018,0.8259085305035229
72.0,56.0,0.0,0.8814178573489018,0.8296221317225151
72.0,57.0,0.0,0.8814178573489018,0.8332700020235346
72.0,58.0,0.0,0.8814178573489018,0.8368544278753675
72.0,59.0,0.0,0.8814178573489018,0.8403775784802631
72.0,60.0,0.0,0.8814178573489018,0.8438415136583598
72.0,61.0,0.0,0.8814178573489018,0.8472481910804124
72.0,62.0,0.0,0.8814178573489018,0.8505994729124108
72.0,63.0,0.0,0.8814178573489018,0.8538971319285595
72.0,64.0,0.0,0.8814178573489018,0.8571428571428571
72.0,65.0,0.0,0.8814178573489018,0.8603382590040649
72.0,66.0,0.0,0.8814178573489018,0.8634848741940647
72.0,67.0,0.0,0.8814178573489018,0.866584170065396
72.0,68.0,0.0,0.8814178573489018,0.8696375487500486
72.0,69.0,0.0,0.8814178573489018,0.8726463509683101
72.0,70.0,0.0,0.8814178573489018,0.8756118595635668
72.0,71.0,0.0,0.8814178573489018,0.8785353027863831
72.0,72.0,0.0,0.8814178573489018,0.8814178573489018
72.0,73.0,0.0,0.8814178573489018,0.8842606512685739
72.0,74.0,0.0,0.8814178573489018,0.8870647665184216
72.0,75.0,0.0,0.8814178573489018,0.8898312414994115
72.0,76.0,0.0,0.8814178573489018,0.8925610733490837
72.0,77.0,0.0,0.8814178573489018,0.8952552200992717
72.0,78.0,0.0,0.8814178573489018,0.8979146026946071
72.0,79.0,0.0,0.8814178573489018,0.9005401068824433
72.0,80.0,0.0,0.8814178573489018,0.9031325849839088
72.0,81.0,0.0,0.8814178573489018,0.9056928575549464
72.0,82.0,0.0,0.8814178573489018,0.9082217149454408
72.0,83.0,0.0,0.8814178573489018,0.9107199187638464
72.0,84.0,0.0,0.8814178573489018,0.9131882032541084
72.0,85.0,0.0,0.8814178573489018,0.9156272765911004
72.0,86.0,0.0,0.8814178573489018,0.9180378221002996
72.0,87.0,0.0,0.8814178573489018,0.9204204994069612
72.0,88.0,0.0,0.8814178573489018,0.922775945519614
72.0,89.0,0.0,0.8814178573489018,0.9251047758523424
72.0,90.0,0.0,0.8814178573489018,0.9274075851899536
72.0,91.0,0.0,0.8814178573489018,0.9296849485998138
72.0,92.0,0.0,0.8814178573489018,0.931937422293859
72.0,93.0,0.0,0.8814178573489018,0.9341655444440046
72.0,94.0,0.0,0.8814178573489018,0.9363698359539482
72.0,95.0,0.0,0.8814178573489018,0.9385508011901356
72.0,96.0,0.0,0.8814178573489018,0.9407089286744508
72.0,97.0,0.0,0.8814178573489018,0.9428446917410184
